imdbId,tvdbId,tmdbId,tvmazeId
tt0159886,71626,11298,
tt0460363,,7144,
tt0459155,,2839,
tt1629042,251001,41780,
tt0844575,81127,729,18040
tt0341864,,4151,10254
tt0382449,,2820,
tt0188349,,8084,9558
tt0272404,70942,7321,
tt0129709,70706,6306,11026
tt0159204,166811,7722,42398
tt0878553,263772,7645,
tt5090166,,1141,
tt0145611,,14735,62905
tt0098895,,6220,8753
tt0071057,,6986,57659
tt1784288,246941,37649,5031
tt1230088,,7663,
tt0398374,,16983,
tt0424743,81515,7338,35978
tt0442650,78911,419,31042
tt0401983,155011,77610,
tt0450938,,77614,
tt0498751,,71227,
tt3246616,277018,72353,
tt1678635,361729,112456,80496
tt1216426,82102,14739,35873
tt0147758,,14546,58412
tt4823632,,61977,4359
tt0086819,70568,14522,8209
tt0158408,78580,180,2032
tt4015496,284123,62217,7663
tt0268854,,73455,
tt4535826,293193,62244,3196
tt1495950,282594,62982,4010
tt6969994,,68657,
tt4421578,295767,62919,1861
tt4893540,298269,63515,2351
tt6417190,302427,77631,7520
tt3280256,,63757,
tt6204466,,113542,
tt3945802,321734,77531,15664
tt5105306,301401,70425,3118
tt6257658,320457,70220,26151
tt6132720,318124,69459,22403
tt5512432,321466,71973,13633
tt7365526,,77167,34062
tt6059460,320634,69370,16148
tt7294498,329552,72140,28865
tt7976532,,77283,33835
tt7343520,,77291,34900
tt8486176,,76361,35020
tt17228682,,72530,16792
tt11290938,,95483,
tt1070643,,36413,
tt10223910,,97851,44894
tt0414731,79832,1734,13575
tt0477528,104341,11346,22409
tt0403759,72736,11918,6033
tt0841929,80767,20475,5146
tt0453433,80577,793,31884
tt0483862,80549,10304,8102
tt0891414,157321,20777,60321
tt2753172,,58867,89384
tt0098900,74481,10860,7876
tt0236910,,1983,
tt1353147,,16347,
tt0211850,,201036,89407
tt0143074,,1061,
tt0094519,75846,6056,13357
tt0368517,,208373,
tt0048845,71984,910,17907
tt1200618,83385,7815,6411
tt0357366,,757,
tt1847067,247898,109933,
tt0112104,72933,10494,3285
tt0492517,,2596,
tt0167681,,103197,
tt0380869,73161,1644,5692
tt1247637,84373,16343,6262
tt0397819,200311,2497,15293
tt0251503,275758,8361,
tt0256573,,19896,
tt0071004,,10696,53389
tt0081843,72708,16774,
tt0296342,,25856,
tt0382496,,9976,66209
tt0459698,251242,251202,29458
tt0105940,73880,24904,25217
tt0072474,,15093,
tt0073971,77247,25149,
tt0403738,,10946,
tt0070983,,7906,44186
tt0424637,,1735,
tt0926930,,7507,
tt2632434,,60780,8540
tt1151072,81376,20700,
tt0199271,,16806,
tt0187647,,789,47453
tt0090454,,9902,26642
tt1299047,,7962,
tt0417334,73570,8055,30299
tt0452086,,7580,
tt0207894,,9629,41368
tt1868757,,7951,
tt0292816,,1575,17377
tt0115256,,9856,
tt0923045,81761,5795,33703
tt0287254,103901,15166,44309
tt0380941,260554,646,9490
tt0367347,255215,11143,
tt0989492,80108,6598,38444
tt0197180,,10132,
tt0483222,,10720,
tt0086721,,14994,
tt0147785,,25077,
tt0092482,,14975,
tt0319983,,14373,
tt0294205,,20005,
tt1295867,,8006,
tt1094354,138681,53270,
tt0103462,,52915,
tt0821263,,109647,
tt2296553,,25460,
tt0499383,84586,2598,8627
tt3224246,84586,2598,8627
tt3681890,280406,63787,3705
tt0102245,,25792,39291
tt0352110,,812,4770
tt4150884,287019,61894,7430
tt0048888,,1128,
tt0118423,,11215,65829
tt3653860,,63342,
tt4732108,,63408,9921
tt4677934,295697,63593,2750
tt4793314,,107220,
tt5555022,,106255,
tt5244260,303824,114005,52721
tt5372890,323421,70748,25500
tt6517320,,70168,25720
tt7332358,333538,75817,28469
tt7993396,,75266,
tt8750870,,78310,35261
tt6369836,,78906,44064
tt7736058,,74605,
tt7920978,,77994,35418
tt8372074,,78758,36045
tt9298048,,78571,
tt7605494,,75964,51665
tt11311066,,107231,
tt13364846,391058,112217,51714
tt1758589,371940,111625,44490
tt7502460,,76770,34401
tt32741625,,260794,
tt33022938,452532,259702,78605
tt2401754,320105,46883,
tt0883772,79545,4709,913
tt0126745,77665,34474,27506
tt1232320,84084,7354,459
tt0452718,78906,3486,2087
tt1216378,82513,7290,26895
tt0073972,77170,3382,474
tt1287391,,5522,20636
tt0118303,72406,3461,569
tt1841171,,1149,
tt0118426,70352,322,16893
tt0065346,,5243,
tt0059973,70818,486,3650
tt0410977,80924,46810,26120
tt0045436,77791,352,11574
tt0377168,84808,46385,
tt0073992,77477,10738,7836
tt0066652,70991,1103,13336
tt0959086,80441,1225,999
tt1765510,220441,33841,8299
tt1103973,82492,7547,827
tt0348949,71795,11784,60727
tt0449460,,3387,46530
tt0072559,,515,
tt0488694,301815,80764,
tt0165027,,1142,
tt1513168,168571,32900,1605
tt0086681,75563,566,1979
tt0842903,83338,740,16371
tt1086804,327882,32161,84976
tt1624313,,32249,89396
tt0202745,,3353,
tt0158439,,44506,
tt0783392,,1138,
tt0462134,,3434,
tt0465332,82163,11359,36117
tt0090553,,3462,
tt1504547,,5711,
tt0179615,,33278,
tt1943898,258141,34522,60249
tt5466094,,11911,
tt1770959,,34568,26707
tt1889606,,31933,
tt2014554,250734,43832,4961
tt0250149,,33550,
tt0086700,293409,33119,79673
tt1749689,204931,34051,9308
tt0932774,,33148,
tt0816382,,1146,
tt0820000,,3445,
tt2787278,267261,46694,1245
tt1068700,158981,4825,
tt2119183,255690,44365,14341
tt1019998,,1163,
tt1119479,81202,34523,21306
tt2404111,260341,44689,10296
tt1348027,117761,34402,39203
tt1786658,,34581,88849
tt0101190,76128,440,6304
tt0209808,,4895,
tt1626947,168821,32950,8300
tt0198063,,3236,
tt2564734,259499,46508,4947
tt1286959,,7778,
tt0165041,,33896,
tt0452103,,33098,
tt1597701,83982,47432,10418
tt0449766,,11068,
tt1045513,,4948,
tt0098941,78264,786,6975
tt0313146,71856,495,6329
tt0088644,,7624,
tt0252157,302511,118841,
tt11879858,,107467,
tt1024166,,32990,
tt1252416,82423,7414,33886
tt7107902,,14907,
tt3132738,284760,49157,1243
tt4026086,,111009,
tt7332670,,73254,44300
tt0994543,266801,26330,33591
tt8274428,,76017,
tt1048176,,77005,25132
tt6165532,,74398,
tt7066036,,74550,30897
tt7713776,,75065,33278
tt18952596,,158671,
tt0074058,75509,1091,10605
tt13243898,389963,111417,51198
tt12199522,,109288,50178
tt12694080,,117578,52597
tt13853152,,119316,76791
tt11828492,396346,119181,46064
tt0290986,70934,158228,
tt14531842,401147,47907,54828
tt8994298,,8620,
tt33022421,,259481,78998
tt0448275,,49234,
tt1405406,95491,18165,63
tt0051267,77779,10649,24644
tt0387199,74543,1940,559
tt0071059,76998,758,3675
tt0115163,74295,1716,1098
tt0421299,140701,10919,
tt3364950,,62277,15068
tt0298620,,48463,
tt0878801,80694,1347,6924
tt0391683,,12961,16276
tt0805661,79647,625,1287
tt1148181,82456,7422,1074
tt1748418,317147,33180,
tt0077034,,3277,56103
tt0414736,,11252,
tt0179061,75431,7237,11931
tt0388619,,64159,
tt0211822,,32505,68602
tt0885435,82397,893,5412
tt0492429,80983,11882,3930
tt0364890,,13399,21527
tt0428138,73249,13287,71751
tt0220261,78859,11924,10922
tt0084992,77210,9995,19530
tt0103391,70753,9721,26818
tt0361200,71425,844,1961
tt0259144,252892,11674,16266
tt0867015,72823,1165,11073
tt0337215,264713,75072,44524
tt0086712,,13566,24593
tt0044263,,1737,
tt0094474,70961,4799,18445
tt0312091,263050,4918,23791
tt0048842,306619,7633,37753
tt0306273,,2049,33244
tt0310416,303904,10957,6796
tt0054520,,4994,
tt0092322,,4994,
tt1051009,218201,9416,
tt1098634,,32393,42896
tt0161140,76899,730,16058
tt0327283,,4991,
tt1629756,179381,33695,15384
tt1240534,82500,7557,17705
tt2509222,317427,50734,55287
tt0080236,,3366,6029
tt0343258,,32601,41179
tt0335704,315446,9989,
tt0421396,250544,3231,3969
tt0198193,,6426,62475
tt1538441,263729,32395,14367
tt0395897,,1306,
tt0396380,,9546,
tt0860873,180741,20016,49191
tt0063924,,12471,
tt0396385,,12535,
tt0285410,70709,11197,
tt0046662,,1723,
tt0201401,,1700,
tt0065355,71384,11003,
tt0118515,,10319,
tt0411027,83127,1711,4395
tt0498141,,48088,
tt2647544,269578,50825,42
tt0300738,,30102,
tt0169515,266326,12553,4715
tt0388245,100291,2829,
tt3740548,296279,63190,
tt2650940,272420,62490,7032
tt0164301,,20132,
tt3788022,283589,62371,3490
tt4515870,293127,62366,6696
tt3142878,,80514,16472
tt3749002,292797,62191,12059
tt4344922,291206,62138,5566
tt0379150,,29344,
tt0066695,,132526,
tt7682966,,75481,
tt7521882,,75701,35148
tt8083950,,78446,33815
tt7235018,,196037,
tt6060992,339174,77484,34762
tt8350736,,79190,36520
tt0112139,,29246,
tt7368008,,73386,
tt6109562,344280,80475,34480
tt9077184,,81494,38486
tt11492320,,109601,50752
tt13685510,,97199,
tt10986056,369843,93886,43950
tt12363156,389028,122429,53589
tt0454657,,48931,
tt12269748,,103097,
tt13676776,,210786,
tt12359250,,124601,55071
tt23790540,,215688,
tt0046636,,28701,
tt31647174,447434,249002,
tt21382958,424221,206925,63924
tt1442065,157631,31585,387
tt1101009,96731,18772,
tt0928097,281917,2838,
tt0085088,,3414,3328
tt0085024,,9757,
tt1848507,,33970,
tt9636906,,31162,
tt0808085,,3512,
tt0959858,80731,1240,13595
tt0364807,72488,976,21134
tt0200337,,9877,7774
tt0288937,77733,1948,3628
tt0928414,80481,1144,1153
tt0047701,,12020,
tt0335698,,12020,
tt0066721,76590,2690,7741
tt0085111,,3361,36238
tt0411022,73915,4420,4525
tt1333192,,9676,32098
tt0056788,,913,56639
tt0076978,,29673,
tt0477507,82152,11726,2086
tt0448946,,2658,
tt0203275,75741,9838,
tt0315686,70642,3381,8851
tt2352895,259017,43956,
tt1396401,94821,18679,4020
tt0159225,,9708,41140
tt0044283,77200,11766,24065
tt0445893,127871,19258,
tt0054515,77513,33383,22151
tt1629446,,34024,
tt1735517,193451,33978,4802
tt0123341,,2554,31571
tt1223157,102391,18331,6481
tt2292621,259691,44189,2080
tt0224464,71904,1746,
tt0101074,70848,3418,36091
tt2147999,266035,42316,18777
tt0937626,,33723,
tt0080344,,24963,37960
tt2210264,260443,44674,9648
tt0441718,74325,4360,8597
tt0228449,,43520,
tt0372687,,18325,
tt0193677,74418,2509,4826
tt0108828,76997,960,2582
tt0213367,,9747,
tt0197171,,10694,
tt0959549,,1147,
tt2204867,270810,44532,48385
tt1100952,,17421,
tt0149420,273874,40817,
tt0284771,,11731,
tt0856146,,11542,
tt0398551,250563,9523,
tt0081934,,4362,8747
tt1204888,85020,17975,5406
tt0159177,,9847,
tt0818417,80412,1788,
tt0926374,,4436,
tt0062608,,9969,61177
tt0956284,80999,1785,79011
tt0112218,,9836,2018
tt0262992,134931,34023,
tt0876218,,4423,
tt0437043,78869,268,4009
tt0390792,263226,17630,
tt0125607,,17018,
tt1171201,,17686,
tt0074075,265329,18380,10758
tt0401032,,1573,
tt0288403,84128,26611,11747
tt0077090,,28480,23680
tt0364822,72835,10093,40579
tt0074029,,8635,47565
tt5700398,309259,99839,13881
tt5916000,,84728,19183
tt0206509,263910,35215,38596
tt5660762,320497,84637,23230
tt0112158,,73716,
tt0421485,,106709,
tt8049666,,80058,35847
tt1090005,,82850,
tt8968158,,81712,33911
tt8803304,,82287,51461
tt5302804,,83163,
tt0120958,,45719,
tt10703664,,93088,
tt8344544,,94734,42109
tt11478544,,27827,
tt11853500,,99715,
tt13400034,,113416,50476
tt13144490,,107703,49687
tt5545398,402025,109377,
tt34441602,,273042,
tt36256053,,283300,82744
tt32810392,,293691,85351
tt0129670,,2642,
tt2228337,,52496,19881
tt0487239,,5057,
tt0108725,72606,4675,27186
tt0329890,312341,6759,
tt0229888,212601,13023,
tt0085049,,998,35590
tt0425717,82445,2213,
tt0346222,,9961,
tt0490048,79437,4971,9318
tt0094491,77970,9918,
tt2156005,,45600,
tt0138959,76008,597,6922
tt0092319,75004,2397,3746
tt0241383,83729,5080,3399
tt0048860,,5429,
tt0098866,,5628,25393
tt0207889,70804,1085,1107
tt0066696,,10168,16295
tt0167724,,5546,
tt0115367,,2700,59668
tt0215510,,54209,
tt0848954,79642,6558,16400
tt1119377,,6726,
tt0921875,79858,4778,
tt0167656,,59227,
tt0795296,80160,454,33087
tt0375411,72731,9885,1493
tt0081837,71304,11989,3559
tt0120515,84936,12449,12979
tt2978774,,45135,25963
tt0783325,,4555,
tt0913553,74542,5625,
tt0497480,74337,4787,8318
tt0082201,,491,
tt1772452,204051,37839,6839
tt0068032,,24885,18363
tt0410985,74311,10467,6703
tt0086703,80560,1250,11033
tt0496195,81552,521,32450
tt2185885,254930,46516,10448
tt0275133,,11103,
tt2027733,,39490,
tt0348958,,125112,
tt0847145,305920,5409,33119
tt1010358,,4809,
tt6954652,,46705,3662
tt0329861,,39719,
tt0075532,78797,12273,18578
tt0993324,155271,12590,22299
tt1069153,,24665,
tt3215140,267028,47089,20778
tt0822643,,5289,
tt0071041,76853,2544,6554
tt0132661,,24950,
tt0221773,,10320,
tt1248962,,5332,
tt0126172,,5931,
tt0094421,75504,5480,36204
tt0056755,70795,10207,17406
tt0307750,71500,12526,17496
tt0305044,,9814,7337
tt0318938,,9440,
tt1748531,,46145,
tt0224956,,12798,
tt0077022,103401,53252,
tt1324068,81524,38400,
tt0377256,,111163,
tt0306329,,112297,
tt1996693,,77726,
tt0292838,,12754,89967
tt0891831,80993,39266,
tt0320860,402518,5620,
tt2345148,,25081,
tt0976015,80101,4704,20244
tt0090538,151171,2578,8745
tt5556434,,64758,8668
tt4601670,294126,63055,17711
tt4159076,292174,62425,1819
tt3924978,294477,63072,1873
tt1138303,,63105,
tt4888162,,112455,
tt4221794,287697,98153,
tt4566242,299234,63634,2821
tt4277922,300247,64165,7098
tt5803586,,75690,
tt2040613,,95673,
tt7956274,,78087,17718
tt8002604,349942,78101,34817
tt7932896,,77026,
tt7146600,342597,75365,
tt6317528,,74817,22886
tt11269886,378389,100333,46660
tt0222646,,53773,
tt12217712,,111362,
tt13156316,400640,122672,54587
tt1430047,262919,45068,3717
tt0106003,,24870,56644
tt27349179,,241088,73832
tt0108876,76233,4040,5598
tt0092312,77585,1486,1052
tt0077110,98311,40790,10757
tt0400021,,9162,35129
tt1676673,224201,15135,16766
tt0213327,77544,2985,486
tt0052494,,1829,3698
tt0991181,,4978,
tt0319969,70860,185,162
tt0845874,,61711,45233
tt0344630,269734,41153,
tt0170962,82510,5007,15591
tt0083394,92221,41237,57965
tt0057773,77280,1712,3884
tt0287888,,3040,4703
tt0927944,182971,62325,45782
tt0090466,72419,732,1481
tt0196287,70789,4701,76344
tt0376591,84737,14968,18722
tt0096531,72358,5383,3646
tt0128003,85017,45250,
tt0917429,80976,3937,13835
tt0790820,80182,5225,3833
tt2103372,273025,8745,22268
tt0202752,71473,3029,13275
tt1547346,255941,62642,47461
tt0280342,82985,731,42686
tt1779569,205671,39823,49799
tt0115101,71157,172,18435
tt0428156,79376,15245,43485
tt1289217,83165,7905,26420
tt0479615,268019,93404,
tt0066684,78257,45596,
tt1169188,,40001,
tt0772131,,1851,
tt0098778,,46966,25635
tt0059992,76562,29203,
tt0083433,72048,527,4722
tt0071013,,29027,79628
tt1933858,,55682,6660
tt0149413,71785,4534,68786
tt1887978,,39097,
tt0182558,76916,6280,48123
tt0296307,71460,5202,
tt0120926,80204,46429,33421
tt0166034,,14924,
tt0458250,260311,14993,
tt0410966,,1658,25524
tt0199190,,783,
tt0042089,,7986,
tt0098766,78355,15189,14678
tt0778908,80429,15187,3335
tt0418446,,4001,
tt0847987,,584,
tt0078602,270977,29723,
tt0299285,,9097,
tt0229894,83216,17020,
tt2621722,,17515,39190
tt0198147,,14979,
tt0494627,,48325,
tt0417301,85570,747,4822
tt0425697,,1677,
tt0456104,85537,1733,7419
tt1842798,,37755,
tt2585230,256523,60198,10832
tt1182156,81343,14163,14265
tt1273499,,8140,
tt0406465,174381,4732,36243
tt1885032,246451,38663,17123
tt0372727,,4872,28158
tt0108685,,14460,44428
tt1137419,282533,14092,29745
tt2228547,256520,7430,7224
tt0268175,78266,8698,23844
tt3254128,,59238,
tt0068089,,9025,64754
tt0268840,,59398,
tt0156241,,1745,
tt2470814,,58699,7561
tt0965546,83722,34142,6898
tt0385483,,5508,
tt0361202,,16442,55845
tt0389660,83412,49583,4918
tt3021686,272318,61123,763
tt0130395,,37457,
tt1491935,,7895,
tt0090594,,4642,28557
tt7663950,,39726,
tt2390003,,72419,10016
tt0115171,,34856,
tt7150412,,80205,55768
tt8690890,,79818,37853
tt7954120,,78927,
tt10322972,,89216,
tt7263154,349695,86942,22400
tt7875794,,88358,34796
tt0111913,,46476,18886
tt11706086,,157814,59504
tt37449174,462316,46151,85705
tt5097258,290645,74413,6137
tt0094479,,3802,8864
tt0072567,78194,1532,5487
tt0235913,76810,1360,37999
tt0127991,,525,
tt0431528,277175,15570,
tt3139942,259558,44956,2852
tt4287584,,44119,
tt0072556,,1067,17380
tt0058800,73154,1062,4658
tt1094229,82701,14929,3164
tt0096646,,1137,26708
tt4255410,,46577,
tt0061281,74905,10611,7101
tt1134766,263878,32886,58534
tt0496275,79679,284,972
tt0088616,,4759,48030
tt0285358,75338,3237,8176
tt0074054,70530,3770,
tt0163444,199521,13677,47157
tt0108749,251614,40723,52995
tt0052522,77696,2774,2130
tt0497152,,11721,24562
tt0991261,79941,1314,37631
tt0131188,71556,11336,15688
tt0115270,70940,4330,1302
tt0387764,71656,815,383
tt0056742,76490,11576,21551
tt0077068,124151,41042,
tt1608180,164501,32709,355
tt0163930,,13548,
tt0405571,,38160,86576
tt1664168,263028,37378,11698
tt0115105,76735,3734,8883
tt0883595,,37164,
tt0118290,,10641,
tt0283205,78811,1205,12124
tt0366027,72273,4506,4752
tt0101157,,2636,
tt0433500,,8503,
tt0188358,,12618,
tt0155446,84694,33088,
tt0496215,,2797,
tt1058928,80350,3701,4090
tt2394140,248216,46104,
tt0401923,,107147,
tt0072501,,14082,25026
tt0211816,,10439,40707
tt0303454,,81445,
tt0081937,70542,3653,7040
tt0259128,71028,1286,33675
tt0499280,96821,2619,4675
tt0212642,,12741,
tt0843181,,1256,
tt0254007,257257,4187,4273
tt0244899,253375,10427,71333
tt1397116,,14256,
tt4205214,,31868,37335
tt0398599,73968,809,2577
tt2338096,261181,45669,1715
tt0948534,,4718,37908
tt5161702,,42107,
tt0401924,,8159,
tt0073984,,14607,23801
tt1642143,156971,32652,4696
tt0243705,257810,3676,44755
tt0423685,,3686,7149
tt5699298,,46967,
tt1820130,,37723,
tt0266184,,32603,
tt0860829,319857,10209,
tt0211948,72631,2662,
tt0048889,,32030,
tt0165595,,14592,
tt0254042,,102101,
tt0315092,,26469,
tt1655081,,32670,9735
tt6953914,,57976,
tt2199618,268693,57261,2248
tt2871832,263387,47320,2489
tt2880104,,55932,
tt1168671,,53389,
tt3326016,,126185,13978
tt0123358,,33280,34193
tt0118372,153401,37445,5445
tt4183980,301220,45634,4789
tt7349016,340820,82149,40111
tt10808904,,92453,42434
tt9378786,,95286,
tt2177268,376395,103302,45795
tt10990782,,105892,
tt12244950,382650,104201,
tt14644428,402966,125629,55546
tt14535092,404367,127393,54802
tt15087526,,138171,58752
tt27137485,,137800,
tt26315488,427920,131305,66490
tt20318226,421563,204944,62161
tt0303461,78874,1437,180
tt2246569,259069,44004,3940
tt0115305,78174,11838,24544
tt0318251,,14463,
tt0375355,72920,1466,660
tt0196301,,12547,15896
tt3215910,249463,15805,29182
tt0805906,100961,6074,19497
tt0081856,71487,3769,5316
tt0103469,72150,10959,857
tt0140731,71614,4268,1646
tt0242211,244401,40843,
tt0069580,70409,4322,10238
tt0111914,77886,3843,5543
tt2168980,,60781,35267
tt0312081,78461,4241,984
tt0050009,71299,14352,23466
tt0149540,78290,12345,10693
tt0757127,81390,1193,5180
tt0835434,81248,14069,843
tt0465353,74843,2409,1222
tt0211815,,107057,
tt0345667,102831,41217,
tt1520553,250462,33818,79619
tt0795522,80317,42835,12839
tt0108733,,14337,7744
tt0206511,73424,3200,2207
tt0310443,78929,15775,1094
tt0437711,252965,599,18584
tt0211172,,40731,
tt0059983,,10846,
tt1344959,114571,22062,20580
tt0296875,83154,24311,39494
tt0295819,102461,11204,6774
tt2152894,,57311,
tt4807956,,58689,
tt0805984,,41702,39075
tt0080193,,5578,24591
tt0092354,76289,2436,13427
tt0085048,,10763,39234
tt0452569,79873,2283,3674
tt0053546,72692,12272,6727
tt0090533,77994,10843,16569
tt0224907,294618,3105,28616
tt1656896,265425,34966,15330
tt0078559,77163,3485,26957
tt0108710,76907,30470,58033
tt0406402,73998,31228,16359
tt0386922,,59645,
tt0159861,,32593,61091
tt0421095,82641,34752,16403
tt0108753,288994,11416,80150
tt1948830,249235,39882,1194
tt0823161,195671,5714,8196
tt0320010,,12079,25425
tt1261559,83909,15530,12234
tt1091365,,15492,8876
tt0320866,301908,7491,39180
tt0830855,,59788,
tt1595198,,31819,
tt0305079,,58965,
tt1874066,251207,40919,3316
tt1858688,,40310,
tt1248273,,10656,
tt0199278,,11414,
tt0435585,,16054,45075
tt1039928,274034,12833,
tt0471048,,31290,
tt1523918,,31612,
tt1978355,256665,40067,14676
tt0092485,73773,32279,40758
tt0310544,,16768,
tt0161160,74861,1694,
tt0044279,250216,5663,24107
tt4003318,,60207,
tt0370152,,13131,
tt0486531,84082,14976,3692
tt5951488,315308,74824,49669
tt7094798,,73453,29567
tt6613034,,70933,27938
tt10742800,,157375,41795
tt7598556,,74683,32386
tt5197860,,74764,32729
tt6667634,,73693,25651
tt11874906,,135193,58799
tt10577736,380010,103913,48362
tt12398140,377682,104022,49051
tt8390062,,79066,
tt12714942,,114613,53623
tt7293016,,73538,30591
tt13085996,,109866,
tt8690776,,117023,49021
tt13266012,,110623,50809
tt11382382,,112712,54932
tt14507354,,134375,57798
tt16352098,,156861,59299
tt17329616,416759,112486,64110
tt1118197,,15492,
tt0460681,78901,1622,19
tt0071042,71219,954,832
tt0411011,73729,547,2045
tt0306414,79126,1438,179
tt4369130,,5717,34554
tt0460379,,14012,32404
tt6357280,,5292,
tt2193021,257655,1412,4
tt0409594,78824,1650,4684
tt1476475,174801,98215,
tt0292414,76532,2041,1374
tt1886049,,157773,
tt1230187,319595,15666,89400
tt0094429,,14430,57551
tt0356228,,5281,
tt0044266,76447,4779,
tt0050032,71575,5133,2128
tt0047766,94421,1565,11583
tt1442449,129261,46296,716
tt0115417,71820,4881,13855
tt0247104,80479,4989,14305
tt0879688,80546,4858,2641
tt0070972,75962,15081,39288
tt0096732,71589,1676,14818
tt0314971,,9431,66292
tt0271308,78043,1479,10050
tt0267157,78525,2007,88667
tt0439917,,132648,
tt0366021,,9457,15083
tt2336091,,57387,
tt0986110,80609,5037,3770
tt0441936,,928,
tt0090391,75610,10025,21993
tt0060017,,13475,
tt2097979,,232312,
tt1477131,122281,31325,11433
tt3624584,,9348,
tt0105937,85518,19802,18287
tt0465836,,21098,10703
tt1503671,202211,21565,30394
tt0118283,,2431,13111
tt1496702,273834,18464,
tt6783900,,18346,
tt1531273,148371,31166,3626
tt0088524,,1969,
tt0868097,,49559,
tt1727829,280647,91511,
tt4629638,,18509,
tt0463828,75934,942,35464
tt0068110,175961,19642,11345
tt0379095,,51097,
tt0443403,274466,9260,74903
tt0179614,,11608,
tt0081945,102221,5275,11043
tt0450897,75795,2472,2958
tt0115111,73034,30286,7573
tt0148662,,21318,
tt1294556,,18803,
tt0446255,,3116,
tt0379670,82782,1854,
tt0081951,83439,2367,35506
tt0487858,,9181,
tt0162833,278693,20641,
tt0118516,,30754,
tt0443718,,29892,
tt2147544,,50898,
tt2729716,267910,46441,3925
tt2657258,267889,51036,1322
tt1003229,298753,52166,
tt1624309,176051,23645,37901
tt0840891,,48262,
tt0426357,,26680,
tt3865236,289079,47450,2300
tt0382690,256558,25479,13486
tt7194736,,73490,34474
tt6798964,,72977,
tt0169503,,47599,
tt6686450,327076,73325,31220
tt7479160,,74395,31954
tt9035410,,93046,62626
tt0432679,,31516,
tt0296331,,51673,
tt10437218,,24594,42872
tt13893390,,120153,
tt16305162,,207472,
tt15554596,,212408,67395
tt22727518,438660,233314,70796
tt28076458,,210733,
tt14491228,,232745,70643
tt30003614,,239544,
tt29251517,,304984,83650
tt32579828,,252626,78031
tt36759024,457018,283245,
tt30768610,442473,241166,
tt34930091,457146,278145,
tt37284797,,293756,
tt0185102,75625,2388,1524
tt0118480,72449,4629,204
tt0061254,77239,1276,16242
tt0066701,76362,2543,6133
tt0760139,79383,788,9399
tt5145372,,18867,15043
tt0098911,73983,4504,8682
tt0169420,,17027,
tt0823333,73192,4619,455
tt0439879,77908,2464,9153
tt0165588,78218,2726,
tt0340281,71714,1528,2209
tt0144050,93761,9513,16964
tt0391273,,6192,15857
tt0088478,76149,1026,1122
tt5955168,80133,9048,13796
tt0080336,77818,14777,19638
tt0062577,75649,9930,17400
tt0060025,75742,10762,9552
tt1796154,82318,45909,6574
tt0074077,,1501,9498
tt0088590,80033,7814,
tt0098818,77624,10755,9976
tt0801427,79397,1520,1068
tt0184122,77235,1028,3549
tt2305139,,46180,
tt0188314,,121497,
tt0184168,,4426,
tt0211171,72924,12168,9234
tt1488200,,44798,28061
tt0416402,,93494,43794
tt0169504,,7666,
tt0171028,,13843,
tt0785036,81408,14124,15500
tt0309122,,11946,15011
tt0060003,77383,602,56425
tt1782248,,1254,
tt0056778,,12444,17402
tt8168638,,1257,44089
tt2443340,262569,46316,291
tt2632424,266883,46896,62
tt0997023,79939,77682,
tt0108691,268445,4570,43032
tt0216460,,4542,
tt0306307,,8649,19867
tt0950143,,25842,
tt0390720,285263,275,
tt0346299,89801,929,18734
tt0177448,72645,8861,8713
tt0264271,,10341,
tt0476614,80576,2471,19673
tt5621410,,7810,
tt0273379,71344,2331,6089
tt1372179,262424,449,7336
tt0085089,85531,1370,
tt0264700,263955,44761,
tt0398571,,123,
tt0058849,73987,12133,23020
tt0065350,,762,
tt0229908,,14314,
tt0380938,,27933,
tt0300844,122171,13572,41020
tt1450676,,12065,
tt0467704,257737,13424,69707
tt0209760,,45762,
tt0405522,,86710,
tt0163947,,76678,
tt0075501,208801,53463,
tt6220982,,60061,
tt0320078,,23098,27242
tt3212600,273350,60550,5016
tt2188931,273351,62284,1769
tt0396973,71172,5054,
tt3865702,282622,61182,15716
tt3437610,276724,62446,15399
tt0289654,,30086,
tt3460454,281589,61499,129
tt2646004,,46932,23201
tt28548884,,236145,
tt3555562,,51548,
tt4761058,,62868,
tt3592046,,61149,22507
tt0271295,78073,24027,19740
tt3205302,279264,62481,1145
tt2124379,256738,51092,
tt7210448,,76467,30907
tt2151488,253417,51493,
tt7949196,,81183,34417
tt8517780,353867,87611,39245
tt9435024,,86375,45439
tt9837564,,88094,
tt0125647,243901,27631,11676
tt0294221,70671,28216,
tt15469946,,135184,
tt30808759,,242594,
tt34956805,456837,275624,80961
tt32215345,449310,252617,
tt35503291,,253370,76573
tt38337374,468044,300529,89992
tt0207261,,6391,
tt0108731,,88648,15463
tt0068081,82698,8988,
tt0499286,,3332,48943
tt3207438,,35026,39163
tt5110420,,44653,15738
tt5145090,228151,33701,
tt0094559,76948,4532,4464
tt0775558,75555,3239,6928
tt0115351,71156,1654,12218
tt0078638,76716,2595,5319
tt0458259,78904,2584,838
tt0160904,78890,4046,657
tt0111901,77662,4442,8224
tt0381798,73741,4344,797
tt0437005,74897,2370,253
tt0071054,77294,1663,1500
tt1715739,,95014,
tt0045410,73496,981,12740
tt0077051,80974,4395,29122
tt0242199,,40656,
tt1352416,,40582,
tt0191745,,8712,
tt0155448,,9408,
tt0078564,,961,3913
